sell1,shinyjs-delay-a1ff8218b3c49b5fab80202d7c1e3ce9,sell2,d1adaptExpend,simStart,premiumCost,user.ID,shinyjs-delay-8c4e6a3739f7697fc7203b67eee9e9ae,shinyjs-delay-b945a0d40ffc696df19f9c202bf958a7,infocash,year1Summer,herdetails,operatingCosts,cowRevenues,d2adaptExpend,year1Start,infonet,infohealth,shinyjs-delay-fc684fcd8cf3e65a1269348344008f3d,herdval,calves2Sale,cow1Sale,shinyjs-delay-f41f973568b961c3c698d86574bd9c51,shinyjs-delay-aaf00fc73a11a84356a69d911e6364ba,insuranceDeposit1,insurancePremium1,insuranceDeposit2,year2Summer,insurancePremium2,yearlingdesc,mainPanels,year2Start,extraFeedCost,rainInsurance,nextBtn,insCont1,shinyjs-delay-835f34737994e730617e13c5441fdd1a,insCont2,saveInputs,infocows,totalProfits,calfdesc,infocalves,cow2Sale,insurance,calves1Sale,Precipitation,shinyjs-delay-605edb9fe71f85ee0edf7479efc75337
year2Summer,infocalves,calfdesc,nextBtnprac,mainPanels,operatingCosts,dprac1adaptExpend,pracStart,year1Start,premiumCost,cow2Sale,shinyjs-delay-80176e8121b5eb1fe704ccaa6322dddf,sellprac1,insContprac1,shinyjs-delay-b3600a0993d7ba4ef02448990512e801,sellprac2,insContprac2,shinyjs-delay-37b225320d0c07aabb0faa5a712e59cb,shinyjs-delay-5dcd6f8854bcd23e374193641e83ded3,herdetails,simStart,extraFeedCost,year2Start,dprac2adaptExpend,calves2Sale,rainInsurance,shinyjs-delay-7ab5103524861fa3be3bd45d9749ff6f,infocash,shinyjs-delay-f199419ecaf780c5e065b651bc1ba7f9,herdval,insurancePremiumprac1,insurancePremiumprac2,year1Summer,infocows,totalProfits,yearlingdesc,shinyjs-delay-5e07dacc081a08739ff4b3236ede5f9c,cowRevenues,infonet,shinyjs-delay-9bc972f0dc77ba2995b0433d95ac7f1d,shinyjs-delay-dad755b32160b00442f7b1044a8fd0dd,user.ID,shinyjs-delay-16e31dd025f17c18875da26f1943528d,calves1Sale,insurance,cow1Sale,shinyjs-delay-04b793dc3de44d319f37922d0efe914e,shinyjs-delay-0e04572290d26ac30dd0b51130ca659e
1,0,0,1,Practice Simulation,0,0,1,1,0,103,100,1,1,100,1,1,100,10,0,1,0,1,0,396,0,100,0,100,0,,,1,0,0,0,100,0,0,100,100,765,100,396,0,103,10,100
shinyjs-delay-f950191440066fba1f6b0675f5afc211,shinyjs-delay-755f1637ce4de47a50b928e809d0a80b,year2Summer,savePracInputs,infocalves,calfdesc,nextBtnprac,mainPanels,operatingCosts,dprac1adaptExpend,pracStart,year1Start,premiumCost,cow2Sale,shinyjs-delay-264a6766152d1bc28fec580856475bde,sellprac1,insContprac1,shinyjs-delay-1bf8606820f29b3434bca29382e334e2,sellprac2,insContprac2,herdetails,simStart,extraFeedCost,year2Start,dprac2adaptExpend,rainInsurance,calves2Sale,shinyjs-delay-c1526e180a3a6d7f51bb700fd1fcf15e,shinyjs-delay-6ec085579b4ca0643e88727db15f75cf,shinyjs-delay-c27cf2214c7df3c4afa8d94a8d5f9657,infocash,herdval,shinyjs-delay-35f3233c2fa5d754abfa3e9204455c30,insurancePremiumprac1,shinyjs-delay-53eb5ff0e84ecf80774e0de365343eda,insurancePremiumprac2,year1Summer,infocows,totalProfits,yearlingdesc,shinyjs-delay-b91d505b5f8a62536e950043a771e193,cowRevenues,shinyjs-delay-8e7474a07b965e0bdb5e4f2f73863113,infonet,user.ID,calves1Sale,insurance,cow1Sale
100,100,1,1,0,0,1,Practice Simulation,0,0,1,1,0,103,10,1,1,100,1,1,0,0,0,1,0,0,396,100,100,10,0,0,100,,100,,1,0,0,0,100,0,100,0,newtest,396,0,103
year2Summer,shinyjs-delay-c47f84c4e232dc2a871a4c06a8926f2b,savePracInputs,infocalves,calfdesc,nextBtnprac,mainPanels,operatingCosts,dprac1adaptExpend,pracStart,year1Start,premiumCost,cow2Sale,shinyjs-delay-16738314fc608372191c031b05d6d699,sellprac1,insContprac1,shinyjs-delay-0dc324789104b2982149e73bc6b6c072,sellprac2,insContprac2,herdetails,shinyjs-delay-d371a5bc839a4b53d8878b92a9373b7c,simStart,extraFeedCost,year2Start,dprac2adaptExpend,shinyjs-delay-0b6aec5232a35d358e4fec6138390875,rainInsurance,calves2Sale,infocash,herdval,insurancePremiumprac1,shinyjs-delay-6ed857e760c3e4a94a5c3ce333430e11,insurancePremiumprac2,year1Summer,totalProfits,infocows,yearlingdesc,cowRevenues,shinyjs-delay-7156a1e261d5148ae65d9d82170074c3,infonet,user.ID,shinyjs-delay-bb1927590d577efd57411c53d22d77ad,calves1Sale,insurance,cow1Sale,shinyjs-delay-8328acb6822c81ba2a993445aca8c3d5,shinyjs-delay-e018ce43716229a00debc32444b7a156,shinyjs-delay-f6743731b1992750c370d03ec9cd8e96
1,100,1,0,0,1,Practice Simulation,0,0,1,1,0,103,100,1,1,100,1,1,0,100,0,0,1,0,10,0,396,0,0,,100,,1,0,0,0,0,10,0,practtest2,100,396,0,103,100,100,100
year2Summer,savePracInputs,infocalves,calfdesc,nextBtnprac,mainPanels,operatingCosts,dprac1adaptExpend,pracStart,year1Start,premiumCost,cow2Sale,shinyjs-delay-f01c28acf933dfd5cd3b53c1c1009026,sellprac1,shinyjs-delay-0dcd35846008b3c5ec461e2fa3d4f68a,insContprac1,shinyjs-delay-abcf26fbd592cace5fd2d929306e3001,shinyjs-delay-49a7ac515ebaf893c17a530d15202ccb,sellprac2,insContprac2,shinyjs-delay-ce24a17d024b739fda04fb7d399e40cc,shinyjs-delay-43fc7708ec94c1c5bf8a1d0c550912dc,herdetails,simStart,extraFeedCost,year2Start,dprac2adaptExpend,shinyjs-delay-27c761729d0ad66f840c69908c32c6e4,rainInsurance,calves2Sale,infocash,herdval,insurancePremiumprac1,shinyjs-delay-0a4e49708e817e9b40bc009d7682f301,insurancePremiumprac2,year1Summer,totalProfits,infocows,yearlingdesc,cowRevenues,shinyjs-delay-5590d0539ebb1f6a0bd071279d2ed45d,infonet,user.ID,calves1Sale,insurance,shinyjs-delay-1c3a6ee444650a97a0a4fe86ba0c2a0e,cow1Sale,shinyjs-delay-d0cbe5ad6b77f7631982e6df4837f437
1,1,0,0,1,Practice Simulation,0,0,1,1,0,103,10,1,100,1,100,100,1,1,100,100,0,0,0,1,0,100,0,396,0,0,,10,,1,0,0,0,0,100,0,test of inputs,396,0,100,103,100
shinyjs-delay-6c7d6158a822c417b3509a92277957ea,year2Summer,shinyjs-delay-1a9a3638ba35f44b42a1f5e1301c5f8c,infocalves,calfdesc,nextBtnprac,savePracInputs,mainPanels,operatingCosts,dprac1adaptExpend,pracStart,year1Start,premiumCost,cow2Sale,shinyjs-delay-a83d7c0d4ac571b8d793208e55260b7e,shinyjs-delay-49f64c6add6d15a409cbb59cdba0dfe8,sellprac1,insContprac1,sellprac2,insContprac2,shinyjs-delay-fc45f75a3922ff83c6fd317343c31c23,shinyjs-delay-def552bbc0a419ce4fd86a0a7fe8d89c,herdetails,simStart,extraFeedCost,year2Start,dprac2adaptExpend,rainInsurance,calves2Sale,infocash,herdval,insurancePremiumprac1,insurancePremiumprac2,year1Summer,shinyjs-delay-9fa3c198b3595947faad8f5bf948c6fb,shinyjs-delay-b8b2e18092fb1dfa1687819ce1372132,totalProfits,infocows,shinyjs-delay-911875cb428d048199d9b58700696bf3,yearlingdesc,cowRevenues,infonet,shinyjs-delay-48b135ab0cf0ca7fedbcf3559a9097b4,user.ID,calves1Sale,insurance,cow1Sale,shinyjs-delay-fec6e2d5aeb930cc29ca4a32b0541c56
100,1,100,0,0,1,1,Practice Simulation,0,0,1,1,0,103,100,100,1,1,1,1,100,10,0,0,0,1,0,0,396,0,0,,,1,100,100,0,0,100,0,0,0,10,,396,0,103,100
shinyjs-delay-f15c9f38323e888f6e1f7ceaeeed27ca,year2Summer,savePracInputs,infocalves,calfdesc,nextBtnprac,mainPanels,operatingCosts,shinyjs-delay-691260bb5693e6309a64f1000488651c,dprac1adaptExpend,pracStart,year1Start,premiumCost,cow2Sale,shinyjs-delay-ed422d9572824b843cebf090f32e5ae8,sellprac1,insContprac1,sellprac2,insContprac2,shinyjs-delay-684fca05d6f7391b00984cdd6a4d1e33,herdetails,extraFeedCost,year2Start,dprac2adaptExpend,calves2Sale,rainInsurance,shinyjs-delay-375073a629e2d8c9b889423498b7594f,shinyjs-delay-ad15acca00e10698fcf76a083e3d52bf,shinyjs-delay-f41be9965ecf98eff37453134848dde8,infocash,herdval,shinyjs-delay-88a402a30fc195eac5352d487f0f7320,insurancePremiumprac1,shinyjs-delay-8ef26da1f0c58f18a4033a61f382c001,insurancePremiumprac2,year1Summer,shinyjs-delay-a6772df63011f59d76e6f6ebedc5cffb,totalProfits,infocows,yearlingdesc,cowRevenues,infonet,user.ID,calves1Sale,insurance,shinyjs-delay-a79583adc27c4fa188f408aadfd96fa5,cow1Sale,shinyjs-delay-d0e3b5b5a1bd18767ed245b368c2afbe
100,1,1,0,0,1,Practice Simulation,0,100,0,1,1,0,103,100,1,1,1,1,100,0,0,1,0,396,0,100,100,10,0,0,100,,100,5655,1,100,0,0,0,0,0,,396,0,100,103,100
shinyjs-delay-ca34a7722ccfbbac65ba1cc49b792b71,shinyjs-delay-1ded5fc7dde0b1f4c7aab61a8823cf11,year2Summer,savePracInputs,infocalves,calfdesc,nextBtnprac,mainPanels,operatingCosts,dprac1adaptExpend,pracStart,shinyjs-delay-ac708ba3899a4296f13bf56f452f9ef4,year1Start,premiumCost,shinyjs-delay-7ec1d709d24810025dfcfd5d52cf45dd,cow2Sale,shinyjs-delay-0fef62ffeadbfe3664ed33e756684506,sellprac1,insContprac1,shinyjs-delay-1b65243f35c1c78dd8f22f362e04166a,shinyjs-delay-70646a066becf234e485984723e6a601,sellprac2,insContprac2,shinyjs-delay-a27df2ef1cb8f35adaadb8e2fedf2da3,herdetails,extraFeedCost,year2Start,dprac2adaptExpend,shinyjs-delay-43592a76f4fff8aeb9d050940167ff5d,rainInsurance,calves2Sale,infocash,shinyjs-delay-78efebd2e7a3a25a627ae069afd42249,herdval,shinyjs-delay-c6eacf6fdc0915914b180afe9276fe10,insurancePremiumprac1,insurancePremiumprac2,shinyjs-delay-3e1fcf6bf986af0ef05cd9cc8f76cb7b,year1Summer,totalProfits,infocows,yearlingdesc,cowRevenues,infonet,user.ID,calves1Sale,insurance,cow1Sale
100,100,1,1,0,0,1,Practice Simulation,0,0,1,100,1,0,100,103,100,1,1,10,100,1,1,100,0,0,1,0,100,0,396,0,10,0,100,,5655,100,1,0,0,0,0,0,,396,0,103
year2Summer,savePracInputs,infocalves,calfdesc,nextBtnprac,shinyjs-delay-b9ddd612049e4da174ff89fb000dd203,mainPanels,operatingCosts,dprac1adaptExpend,pracStart,year1Start,premiumCost,cow2Sale,shinyjs-delay-f55b9097c28da0af89d7f595fb3c905e,shinyjs-delay-b0e4fcaa318398e4aa89f9ece3d5560f,shinyjs-delay-00b7c0ec42a50a57ddaa67181e009e09,sellprac1,shinyjs-delay-20b1d60906a67827528dc23308594c61,insContprac1,sellprac2,insContprac2,herdetails,extraFeedCost,year2Start,dprac2adaptExpend,shinyjs-delay-5e80f392ad9393fe95e60d236059337d,rainInsurance,calves2Sale,infocash,shinyjs-delay-6866bca7f7d948ddb69c168643f61e29,shinyjs-delay-6f747a053e2305a93010436d4da1cce9,herdval,shinyjs-delay-f306f7b3a88f42c9688231722a87d53a,insurancePremiumprac1,insurancePremiumprac2,shinyjs-delay-03697521cdfe084a88348937f9aef42b,year1Summer,infocows,totalProfits,yearlingdesc,cowRevenues,shinyjs-delay-88f39968cb4f71afccc8d83fb0949b4c,infonet,user.ID,calves1Sale,insurance,cow1Sale,infohealth
1,1,0,0,1,10,Practice Simulation,0,0,1,1,0,103,10,100,100,1,100,1,1,1,0,0,1,0,100,0,396,0,100,100,0,100,,,100,1,0,0,0,0,100,0,500,396,0,103,0
shinyjs-delay-7ab6138c3e8d89525e791f6134c2a29a,year2Summer,shinyjs-delay-ff275fe3e2679a2e77d1e7d215b6b3a2,savePracInputs,infocalves,calfdesc,nextBtnprac,mainPanels,shinyjs-delay-391d4f66a4ebbcccdd5eb7ec8e096773,operatingCosts,dprac1adaptExpend,pracStart,year1Start,premiumCost,cow2Sale,shinyjs-delay-f4767c105d6290573d10a2d4f34246af,shinyjs-delay-b0deee0d26aa4bc7f5b16eccf9cb2bc7,shinyjs-delay-06a12a2d11cc5c05928676f487bd7079,sellprac1,insContprac1,sellprac2,insContprac2,herdetails,extraFeedCost,year2Start,dprac2adaptExpend,shinyjs-delay-159589f37718abb5399b9dc94c1c7fc5,rainInsurance,calves2Sale,infocash,shinyjs-delay-0c8a78a5c714747c6817fd581ea04169,herdval,insurancePremiumprac1,shinyjs-delay-3fd76225a1f1df2fda2fea818aa7ac4a,insurancePremiumprac2,year1Summer,totalProfits,infocows,yearlingdesc,cowRevenues,shinyjs-delay-07830350f4837e4f6c3ac30264c19b7d,shinyjs-delay-c7805c649172677105941db1eb9076d4,infonet,user.ID,calves1Sale,insurance,cow1Sale,shinyjs-delay-11a42d7c316e12ee113f5f5f453c01a7
100,1,100,1,0,0,1,Practice Simulation,100,0,0,1,1,0,103,10,100,100,1,1,1,1,0,0,1,0,100,0,396,0,100,0,0,10,,1,0,0,0,0,100,100,0,200000000,396,0,103,100
shinyjs-delay-cc8af6365b5e5fdc135ad30eb0280dca,shinyjs-delay-651c14607f1e9901fd7342352e5c87a4,premiumCost,user.ID,shinyjs-delay-90c924e8767d299c342fac197de666a7,infocash,shinyjs-delay-06e379461eb1ef5790e6632f20f4d531,insContprac1,insContprac2,year1Summer,herdetails,operatingCosts,cowRevenues,shinyjs-delay-76154940df1b88334e3af3b87a1c4a7d,year1Start,shinyjs-delay-1799ef529724a168765c2941ad3d91fd,infonet,infohealth,shinyjs-delay-19730cbd1d90e741f0173a9fd70d838c,dprac2adaptExpend,herdval,calves2Sale,cow1Sale,shinyjs-delay-8ea3ebd5938af75b1d8c68f6deeb7307,year2Summer,yearlingdesc,mainPanels,year2Start,extraFeedCost,pracStart,rainInsurance,shinyjs-delay-e53d380e2d8a55197c24066579ec573e,shinyjs-delay-2dfdad39d73762d977ca80fae377c450,sellprac1,shinyjs-delay-018a2394b6dce806a2eb352ba1e36022,sellprac2,savePracInputs,nextBtnprac,infocows,totalProfits,calfdesc,infocalves,dprac1adaptExpend,cow2Sale,calves1Sale,Precipitation,shinyjs-delay-af6c4fdb7f413baf222578b190134b17,
100,10,0,2000000,100,0,100,1,1,1,0,0,0,100,1,100,0,0,100,0,0,396,103,100,1,0,Practice Simulation,1,0,2,0,10,100,1,100,1,1,1,0,0,0,0,0,103,396,0,100,
premiumCost,user.ID,shinyjs-delay-3c01fe7fbeb7b7e0821754572d62e23d,infocash,insContprac1,insContprac2,shinyjs-delay-4e0dc84e49288cb09bdaf706dd200e82,year1Summer,shinyjs-delay-c90f3a9a2e2859576c69faa78569c14b,herdetails,operatingCosts,cowRevenues,year1Start,infonet,shinyjs-delay-2d53ee6a977739ec444a9397041040f7,infohealth,dprac2adaptExpend,herdval,calves2Sale,cow1Sale,shinyjs-delay-4fb1cf5baad15a07c7060fad72bbd560,shinyjs-delay-93cae1339057822599366d06e28abb89,year2Summer,yearlingdesc,mainPanels,year2Start,extraFeedCost,pracStart,shinyjs-delay-35f9fa4a61bdd21516bcd51be3b33c04,shinyjs-delay-3fdb29331834774cc192e2155eeef10e,rainInsurance,sellprac1,insurancePremiumprac1,sellprac2,insurancePremiumprac2,savePracInputs,nextBtnprac,infocows,totalProfits,calfdesc,infocalves,shinyjs-delay-144daa819cfced35d98050918280c91d,dprac1adaptExpend,shinyjs-delay-b8e7a8f6992818be6fe926107a97dbd5,cow2Sale,insurance,shinyjs-delay-6ec596bdedc220f83d928b59f3a61555,calves1Sale
0,1000000,10,0,1,1,100,1,100,0,0,0,1,0,100,0,0,0,350,173,100,100,1,0,Practice Simulation,1,0,1,100,100,0,1,0,1,0,1,1,0,0,0,0,100,5000,100,91,0,10,396
shinyjs-delay-7a59fb98c4b573810ce64c961ae23128,yearprac1Summer,simStart,shinyjs-delay-70a0cf4bbc31baaced93d92bcd17d22d,user.ID,infocash,insContprac1,insContprac2,herdetails,shinyjs-delay-b7b374b84c5bf3b218b0fb27ec681614,infonet,shinyjs-delay-e1adc2ac387a1845ff3b12dd7f6cc48e,infohealth,yearprac2Summer,herdval,yearprac1Start,dprac2adaptExpend,calvesprac1Sale,cowprac1Sale,yearlingdesc,mainPanels,pracStart,shinyjs-delay-e384899b1c16d677786717e4f537e28e,sellprac1,insurancePremiumprac1,sellprac2,insurancePremiumprac2,savePracInputs,nextBtnprac,infocows,calfdesc,infocalves,yearprac2Start,dprac1adaptExpend,cowprac2Sale,calvesprac2Sale,insurance,Precipitation,shinyjs-delay-eeac3d9f077b8a510956531e0e914897,shinyjs-delay-118882c2b9fec5c6f130394746a03167,shinyjs-delay-df8c5db15a2fd8cea9ff1ca5cfa58447,,,,,,,
100,1,0,100,1234789,0,1,1,0,100,0,100,0,1,0,1,0,396,103,0,Practice Simulation,2,100,1,,1,,1,1,0,0,0,1,0,103,396,0,0,100,10,10,,,,,,,
dprac5adaptExpend,sellprac4,infonet,sellprac5,shinyjs-delay-d64e5c3c2d4f62891344ecf49a7e0a13,yearprac1Summer,cowprac3Sale,insContprac1,insContprac2,yearprac4Summer,insContprac3,yearprac4Start,insContprac4,insContprac5,calvesprac2Sale,cowprac2Sale,shinyjs-delay-a34c3322d6423d63e27294b784f52066,yearprac1Start,dprac2adaptExpend,shinyjs-delay-b021c13c32d19cb567e4f97f6a658eac,infohealth,shinyjs-delay-9274a0f8d12838e790f2db402dde6854,shinyjs-delay-3783d70cad96016498581dd0b3fcbad0,calvesprac5Sale,yearprac3Summer,savePracInputs,infocows,yearprac5Start,calvesprac1Sale,cowprac1Sale,shinyjs-delay-c404105bbb55eef6d235e0f1695a57a9,shinyjs-delay-9f169b88d245290bad7a9ff6018d4356,herdetails,shinyjs-delay-53a8377791673396a9a957430a1b3b6c,nextBtnprac,yearprac2Start,dprac3adaptExpend,shinyjs-delay-05b8805faa1d067a1c63c91449d2a63d,shinyjs-delay-4b9921fa1cd5c4c514197a766d6f80f4,insuranceDepositprac1,insuranceDepositprac3,insuranceDepositprac4,user.ID,cowprac5Sale,calvesprac4Sale,insurancePremiumprac1,insurancePremiumprac2,insurancePremiumprac3
0,1,0,1,100,1,103,1,1,1,1,1,1,1,396,103,100,1,0,10,0,100,100,396,1,1,0,1,396,103,100,100,0,100,1,1,0,100,10,,,,1000000,103,374,,5655,
yearprac1Summer,shinyjs-delay-8628136154aeae5327424b77e3e86e9c,simStart,user.ID,shinyjs-delay-bc1d9b76e22181d7c4a550f9337624ae,infocash,shinyjs-delay-f805dbd8dc55d69b5dc07082cb66d0a0,insContprac1,insContprac2,herdetails,shinyjs-delay-50e880ca6a4bec3ef388c5ff2c995083,infonet,shinyjs-delay-86f199c67611d272627a606d06285f37,infohealth,yearprac2Summer,shinyjs-delay-060f012a172817020b2f896040ddb4cd,herdval,yearprac1Start,dprac2adaptExpend,calvesprac1Sale,cowprac1Sale,shinyjs-delay-3bce798c73c6fbc2d3c630ad2258bcb1,shinyjs-delay-e7e52c2e9e9a17c54a7e06a513487ff9,yearlingdesc,mainPanels,pracStart,sellprac1,insurancePremiumprac1,sellprac2,insurancePremiumprac2,savePracInputs,nextBtnprac,infocows,calfdesc,infocalves,shinyjs-delay-38daf530b75d45a1f28b209161e531e3,yearprac2Start,dprac1adaptExpend,insurance,calvesprac2Sale,cowprac2Sale,Precipitation,,,,,,
1,100,0,1000000,100,0,100,1,1,0,10,0,100,0,1,100,0,1,3231,396,103,10,10,0,Practice Simulation,1,1,,1,,1,1,0,0,0,100,1,2222,0,396,103,0,,,,,,
